6167463.000000,3.037299,-33.210916,1.184725
6167464.000000,3.037299,-33.210916,1.184725
6167465.000000,3.037299,-33.210916,1.184725
6167466.000000,3.037299,-33.210916,1.184725
6167467.000000,3.037299,-33.210916,1.184725
6167468.000000,3.037299,-33.210916,1.184725
6167469.000000,3.037299,-33.210916,1.184725
6167470.000000,3.037299,-33.210916,1.184725
6167471.000000,3.037299,-33.210916,1.184725
6167472.000000,3.037299,-33.210916,1.184725
6167473.000000,3.037299,-33.210916,1.184725
6167474.000000,3.037299,-33.210916,1.184725
6167475.000000,3.037299,-33.210916,1.184725
6167476.000000,3.037299,-33.210916,1.184725
6167477.000000,3.037299,-33.210916,1.184725
6167478.000000,3.037299,-33.210916,1.184725
6167479.000000,3.037299,-33.210916,1.184725
6167480.000000,3.037299,-33.210916,1.184725
6167481.000000,3.037299,-33.210916,1.184725
6167482.000000,3.037299,-33.210916,1.184725
6167483.000000,3.037299,-33.210916,1.184725
6167484.000000,3.037299,-33.210916,1.184725
6167485.000000,3.037299,-33.210916,1.184725
6167486.000000,3.037299,-33.210916,1.184725
6167487.000000,3.037299,-33.210916,1.184725
6167488.000000,3.037299,-33.210916,1.184725
6167489.000000,3.037299,-33.210916,1.184725
6167490.000000,3.037299,-33.210916,1.184725
6167491.000000,3.037299,-33.210916,1.184725
6167492.000000,3.037299,-33.210916,1.184725
6167493.000000,3.037299,-33.210916,1.184725
6167494.000000,3.037299,-33.210916,1.184725
6167495.000000,3.037299,-33.210916,1.184725
6167496.000000,3.037299,-33.210916,1.184725
6167497.000000,3.037299,-33.210916,1.184725
6167498.000000,3.037299,-33.210916,1.184725
6167499.000000,3.037299,-33.210916,1.184725
6167500.000000,3.037299,-33.210916,1.184725
6167501.000000,3.037299,-33.210916,1.184725
6167502.000000,3.037299,-33.210916,1.184725
6167503.000000,3.037299,-33.210916,1.184725
6167504.000000,3.037299,-33.210916,1.184725
6167505.000000,3.037299,-33.210916,1.184725
6167506.000000,3.037299,-33.210916,1.184725
6167507.000000,3.037299,-33.210916,1.184725
6167508.000000,3.037299,-33.210916,1.184725
6167509.000000,3.037299,-33.210916,1.184725
6167510.000000,3.037299,-33.210916,1.184725
6167511.000000,3.037299,-33.210916,1.184725
6167512.000000,3.037299,-33.210916,1.184725
6167513.000000,3.037299,-33.210916,1.184725
6167514.000000,3.037299,-33.210916,1.184725
6167515.000000,3.037299,-33.210916,1.184725
6167516.000000,3.037299,-33.210916,1.184725
6167517.000000,3.037299,-33.210916,1.184725
6167518.000000,3.037299,-33.210916,1.184725
6167519.000000,3.037299,-33.210916,1.184725
6167520.000000,3.037299,-33.210916,1.184725
6167521.000000,3.037299,-33.210916,1.184725
6167522.000000,3.037299,-33.210916,1.184725
6167523.000000,3.037299,-33.210916,1.184725
6167524.000000,3.037299,-33.210916,1.184725
6167525.000000,3.037299,-33.210916,1.184725
6167526.000000,3.037299,-33.210916,1.184725
6167527.000000,3.037299,-33.210916,1.184725
6167528.000000,3.037299,-33.210916,1.184725
6167529.000000,3.037299,-33.210916,1.184725
6167530.000000,3.037299,-33.210916,1.184725
6167531.000000,3.037299,-33.210916,1.184725
6167532.000000,3.037299,-33.210916,1.184725
6167533.000000,3.037299,-33.210916,1.184725
6167534.000000,3.037299,-33.210916,1.184725
6167535.000000,3.037299,-33.210916,1.184725
6167536.000000,3.037299,-33.210916,1.184725
6167537.000000,3.037299,-33.210916,1.184725
6167538.000000,3.037299,-33.210916,1.184725
6167539.000000,3.037299,-33.210916,1.184725
6167540.000000,3.037299,-33.210916,1.184725
6167541.000000,3.037299,-33.210916,1.184725
6167542.000000,3.037299,-33.210916,1.184725
6167543.000000,3.037299,-33.210916,1.184725
6167544.000000,3.037299,-33.210916,1.184725
6167545.000000,3.037299,-33.210916,1.184725
6167546.000000,3.037299,-33.210916,1.184725
6167547.000000,3.037299,-33.210916,1.184725
6167548.000000,3.037299,-33.210916,1.184725
6167549.000000,3.037299,-33.210916,1.184725
6167550.000000,3.037299,-33.210916,1.184725
6167551.000000,3.037299,-33.210916,1.184725
6167552.000000,3.037299,-33.210916,1.184725
6167553.000000,3.037299,-33.210916,1.184725
6167554.000000,3.037299,-33.210916,1.184725
6167555.000000,3.037299,-33.210916,1.184725
6167556.000000,3.037299,-33.210916,1.184725
6167557.000000,3.037299,-33.210916,1.184725
6167558.000000,3.037299,-33.210916,1.184725
6167559.000000,3.037299,-33.210916,1.184725
6167560.000000,3.037299,-33.210916,1.184725
6167561.000000,3.037299,-33.210916,1.184725
6167562.000000,3.037299,-33.210916,1.184725
