45.000000,22.340000
97.000000,82.500000
81.000000,59.470000
80.000000,59.910000
68.000000,50.740000
66.000000,40.650000
45.000000,21.620000
82.000000,66.570000
92.000000,77.410000
82.000000,64.390000
64.000000,40.140000
65.000000,43.780000
65.000000,41.090000
68.000000,45.650000
52.000000,30.670000
76.000000,56.590000
76.000000,52.840000
99.000000,85.130000
46.000000,19.810000
77.000000,59.870000
79.000000,67.420000
96.000000,80.020000
42.000000,18.650000
71.000000,53.330000
92.000000,75.040000
83.000000,63.290000
62.000000,41.440000
84.000000,66.610000
79.000000,59.930000
63.000000,39.170000
78.000000,61.220000
81.000000,61.520000
64.000000,40.280000
82.000000,66.150000
72.000000,53.590000
59.000000,32.290000
62.000000,37.930000
93.000000,79.760000
74.000000,54.280000
77.000000,60.860000
83.000000,62.580000
54.000000,33.710000
71.000000,54.590000
72.000000,51.550000
87.000000,68.000000
59.000000,36.710000
81.000000,64.230000
95.000000,80.970000
85.000000,62.990000
69.000000,41.740000
78.000000,58.310000
75.000000,53.710000
55.000000,33.910000
77.000000,57.470000
87.000000,68.480000
55.000000,29.530000
85.000000,68.280000
71.000000,46.740000
67.000000,48.650000
71.000000,49.340000
50.000000,25.680000
80.000000,61.220000
54.000000,31.940000
79.000000,61.710000
76.000000,59.410000
52.000000,28.050000
83.000000,65.660000
72.000000,57.180000
74.000000,53.950000
68.000000,41.680000
82.000000,62.850000
66.000000,47.680000
85.000000,67.880000
82.000000,63.410000
78.000000,60.890000
64.000000,40.570000
86.000000,71.460000
76.000000,59.430000
76.000000,53.830000
58.000000,35.130000
70.000000,48.820000
59.000000,35.330000
48.000000,23.780000
65.000000,45.380000
66.000000,44.480000
69.000000,48.770000
84.000000,63.630000
92.000000,78.200000
94.000000,80.940000
73.000000,54.400000
77.000000,53.070000
63.000000,40.590000
54.000000,30.090000
54.000000,29.750000
90.000000,73.940000
66.000000,45.070000
75.000000,55.910000
61.000000,38.100000
84.000000,68.540000
53.000000,31.620000
58.000000,36.110000
69.000000,51.380000
84.000000,63.350000
86.000000,69.900000
84.000000,64.100000
101.000000,81.910000
63.000000,50.170000
68.000000,46.900000
64.000000,38.570000
46.000000,21.250000
66.000000,46.740000
66.000000,47.520000
81.000000,62.120000
77.000000,54.100000
76.000000,53.170000
60.000000,36.250000
39.000000,13.170000
51.000000,21.930000
61.000000,37.300000
79.000000,59.690000
47.000000,22.120000
75.000000,55.340000
56.000000,34.470000
68.000000,49.600000
82.000000,64.970000
73.000000,53.970000
74.000000,57.100000
95.000000,78.200000
55.000000,27.680000
45.000000,19.230000
65.000000,42.710000
