73.160000,72.229609
42.100000,43.796209
22.890000,26.025334
61.590000,61.567084
56.430000,58.012909
58.390000,58.012909
39.530000,39.057309
40.190000,40.242034
42.160000,44.980934
61.850000,63.936534
67.930000,67.490709
69.660000,68.675434
49.600000,50.904559
37.420000,39.057309
44.070000,42.611484
54.670000,53.274009
60.750000,58.012909
74.800000,73.414334
37.960000,39.057309
50.870000,49.719834
50.790000,52.089284
52.670000,49.719834
44.310000,43.796209
67.580000,66.305984
52.050000,49.719834
60.460000,59.197634
49.320000,49.719834
31.560000,35.503134
17.020000,17.732259
64.860000,63.936534
42.720000,43.796209
44.150000,41.426759
55.070000,58.012909
52.170000,50.904559
28.370000,30.764234
50.010000,52.089284
27.640000,26.025334
37.740000,36.687859
49.120000,49.719834
73.320000,72.229609
59.690000,56.828184
42.940000,46.165659
53.820000,58.012909
69.780000,71.044884
38.160000,39.057309
89.290000,84.076859
70.290000,69.860159
47.360000,43.796209
62.580000,59.197634
67.580000,73.414334
37.660000,39.057309
52.470000,52.089284
23.540000,24.840609
87.080000,84.076859
53.780000,52.089284
58.610000,54.458734
47.360000,44.980934
71.510000,72.229609
62.200000,59.197634
64.820000,60.382359
60.330000,59.197634
75.110000,73.414334
50.310000,49.719834
19.570000,18.916984
47.170000,47.350384
49.880000,48.535109
58.110000,62.751809
59.700000,60.382359
59.490000,60.382359
66.260000,66.305984
64.630000,60.382359
59.120000,59.197634
27.990000,30.764234
