71.000000,53.770000
79.000000,59.700000
80.000000,63.460000
68.000000,45.650000
58.000000,31.560000
73.000000,52.130000
60.000000,39.690000
48.000000,22.290000
41.000000,18.820000
88.000000,69.670000
63.000000,40.590000
85.000000,69.710000
89.000000,73.320000
78.000000,57.250000
87.000000,65.190000
99.000000,85.130000
76.000000,53.170000
64.000000,44.100000
76.000000,53.480000
82.000000,64.390000
82.000000,61.850000
78.000000,57.930000
61.000000,38.100000
101.000000,85.020000
74.000000,53.950000
77.000000,60.750000
73.000000,54.400000
67.000000,45.260000
78.000000,59.120000
71.000000,49.340000
61.000000,37.420000
66.000000,45.070000
56.000000,34.470000
54.000000,29.750000
101.000000,81.910000
74.000000,55.520000
79.000000,57.440000
87.000000,68.000000
89.000000,71.510000
89.000000,73.160000
62.000000,41.440000
76.000000,60.310000
95.000000,78.200000
84.000000,66.260000
84.000000,63.130000
72.000000,50.790000
48.000000,24.680000
73.000000,53.210000
65.000000,41.090000
74.000000,55.280000
82.000000,63.410000
84.000000,63.350000
78.000000,62.200000
90.000000,77.390000
64.000000,44.070000
77.000000,53.070000
66.000000,47.520000
67.000000,50.620000
58.000000,33.440000
76.000000,52.840000
55.000000,27.680000
97.000000,82.500000
72.000000,52.470000
74.000000,50.640000
50.000000,22.890000
69.000000,48.770000
68.000000,43.730000
69.000000,47.780000
69.000000,41.740000
62.000000,37.930000
64.000000,38.570000
72.000000,48.960000
90.000000,73.940000
68.000000,47.350000
66.000000,51.750000
90.000000,75.940000
84.000000,65.200000
77.000000,58.720000
67.000000,46.040000
85.000000,64.310000
57.000000,35.800000
43.000000,15.880000
66.000000,45.050000
81.000000,64.230000
93.000000,79.760000
70.000000,49.950000
87.000000,70.290000
66.000000,47.680000
51.000000,21.930000
80.000000,61.220000
81.000000,62.320000
78.000000,60.460000
58.000000,36.790000
65.000000,43.780000
77.000000,57.520000
77.000000,58.390000
92.000000,75.600000
53.000000,32.600000
85.000000,70.300000
81.000000,62.360000
54.000000,33.710000
61.000000,37.960000
58.000000,36.110000
59.000000,36.710000
42.000000,18.650000
78.000000,60.330000
79.000000,64.630000
95.000000,80.750000
78.000000,58.130000
72.000000,57.180000
72.000000,51.260000
74.000000,58.610000
96.000000,80.020000
65.000000,47.360000
63.000000,41.580000
73.000000,54.670000
84.000000,64.100000
73.000000,54.080000
77.000000,56.430000
68.000000,47.470000
65.000000,42.720000
61.000000,39.420000
75.000000,53.710000
80.000000,62.790000
79.000000,64.820000
65.000000,43.280000
91.000000,79.310000
82.000000,64.020000
84.000000,65.400000
50.000000,27.290000
63.000000,50.170000
75.000000,58.620000
69.000000,42.500000
95.000000,80.970000
66.000000,44.980000
75.000000,57.840000
77.000000,56.330000
80.000000,64.450000
73.000000,52.420000
94.000000,80.940000
58.000000,35.130000
74.000000,53.440000
47.000000,22.120000
76.000000,59.940000
59.000000,35.330000
68.000000,49.370000
82.000000,62.850000
80.000000,61.590000
61.000000,39.530000
65.000000,42.100000
67.000000,44.850000
74.000000,54.360000
59.000000,37.500000
50.000000,27.640000
86.000000,69.660000
84.000000,66.610000
76.000000,59.410000
46.000000,21.250000
86.000000,69.190000
54.000000,27.990000
68.000000,47.170000
39.000000,13.170000
74.000000,57.100000
69.000000,51.380000
71.000000,53.330000
54.000000,33.580000
64.000000,40.940000
90.000000,75.110000
79.000000,59.690000
68.000000,50.740000
72.000000,53.570000
88.000000,69.780000
82.000000,66.150000
96.000000,80.950000
53.000000,31.620000
55.000000,34.190000
54.000000,30.090000
59.000000,38.470000
70.000000,50.310000
44.000000,19.070000
85.000000,68.280000
85.000000,62.990000
65.000000,45.380000
78.000000,61.220000
66.000000,45.420000
84.000000,68.280000
66.000000,47.360000
52.000000,27.870000
84.000000,65.120000
48.000000,24.220000
79.000000,56.340000
74.000000,54.260000
63.000000,44.150000
40.000000,11.880000
61.000000,37.660000
66.000000,43.030000
84.000000,67.580000
71.000000,54.590000
71.000000,49.600000
59.000000,29.690000
80.000000,61.820000
70.000000,49.460000
64.000000,40.570000
91.000000,81.810000
62.000000,40.190000
73.000000,53.970000
54.000000,31.940000
88.000000,74.690000
56.000000,33.220000
86.000000,68.350000
85.000000,65.990000
79.000000,59.930000
77.000000,60.860000
72.000000,51.550000
75.000000,58.850000
70.000000,52.050000
98.000000,84.120000
72.000000,53.780000
87.000000,70.430000
60.000000,40.950000
76.000000,53.830000
86.000000,64.850000
90.000000,67.580000
70.000000,49.320000
65.000000,42.710000
78.000000,62.580000
85.000000,64.220000
64.000000,44.850000
78.000000,59.620000
53.000000,28.480000
76.000000,56.590000
74.000000,53.620000
51.000000,32.180000
80.000000,59.910000
82.000000,64.860000
60.000000,36.250000
86.000000,69.900000
80.000000,55.470000
79.000000,61.710000
43.000000,17.020000
96.000000,82.830000
83.000000,64.380000
81.000000,64.360000
45.000000,19.230000
93.000000,77.180000
99.000000,87.080000
76.000000,60.330000
78.000000,60.890000
55.000000,33.910000
67.000000,42.940000
91.000000,75.580000
52.000000,30.670000
87.000000,70.640000
68.000000,46.900000
66.000000,42.160000
87.000000,68.480000
85.000000,61.820000
84.000000,63.630000
79.000000,62.520000
77.000000,59.480000
77.000000,54.100000
71.000000,55.040000
48.000000,25.010000
82.000000,66.060000
54.000000,28.370000
67.000000,48.650000
71.000000,46.740000
81.000000,65.860000
82.000000,64.970000
83.000000,62.580000
73.000000,51.820000
92.000000,75.040000
77.000000,59.870000
74.000000,54.280000
82.000000,65.490000
59.000000,38.180000
44.000000,19.570000
68.000000,47.730000
46.000000,19.810000
89.000000,74.090000
84.000000,68.540000
68.000000,41.680000
81.000000,62.120000
49.000000,23.540000
72.000000,53.590000
80.000000,65.420000
86.000000,71.460000
50.000000,27.310000
60.000000,40.250000
65.000000,44.310000
60.000000,35.060000
59.000000,32.290000
